Component,Lost Load
C60.0,"[7.337826277762361e-07, 6.959762099540967e-07, 5.545180413264461e-07, 6.278344878865028e-07, 6.25801157184469e-07, 6.138070027645881e-07, 6.205214367582812e-07, 5.886752128390071e-07, 4.743586297627189e-05, 4.776703929951509e-05, 4.7826969038396786e-05, 4.7425315220152695e-05, 1.5044349450363371e-05, 1.5374179437458224e-05, 4.212407240493121e-05, 0.011312098707224322, 0.07785872928556045, 0.10542907934224467, 0.04719532997010083, 0.007958919760223126, 5.404502582541681e-05, 5.423218505802652e-05, 4.226820919416241e-05, 1.0074653553147074e-06, 8.833463230075722e-07, 8.560176086120919e-07, 8.375392658308556e-07, 8.263287252248119e-07, 8.207848079564428e-07, 8.273538214780274e-07, 0.009488484939737645, 0.003798721142321483, 0.007760543017859618, 0.19662025715495338, 0.006023449059184714, 1.0782365723116528e-05, 0.001777330737027569, 4.3486120921443217e-07, 0.005403049518711668, 0.019029278678438913, 0.018315963529746567, 0.017822499158764004, 0.016813080783186933, 0.016558623122847393, 0.016466767471559934, 0.016465810064236166, 0.01661170532540291, 3.174105736434285e-06, 3.3218746573311363e-06, 3.7269379254212253e-06, 3.220648595743114e-06, 6.582266032637563e-07, 1.7343822476050263e-06, 1.7291810313508904e-06, 1.728916920001211e-06, 1.7313666944573924e-06, 1.7286476343087997e-06, 1.7436575540159538e-06, 1.745448355904955e-06, 1.7480630499449035e-06, 1.72459309851547e-06, 0.029278424175959116, 0.1450563728381321, 2.1236712336758502e-07, 1.376362260998576e-06, 7.481453183117992e-07, 7.943341288410011e-07, 8.054430370521004e-07, 8.031385511912959e-07, 7.923090838630742e-07, 8.092197949736146e-07, 6.377604672707093e-07, 6.307749918050831e-07, 7.959446238601231e-07, 2.6648652792573558e-06, 2.6454620342519775e-06, 2.7176649596185597e-06, 8.14431109574798e-07, 8.100454806481139e-07, 7.973972583386057e-07, 7.948350198603293e-07, 7.951818106448627e-07, 8.054388022173952e-07, 6.393656790351088e-07, 8.076917288235563e-07, 8.05825627367085e-07, 8.026471643916012e-07, 1.831533551467146e-06, 1.850335594099306e-06, 1.8449004346621223e-06, 1.2413023659973987e-06, 5.171042030269746e-07, 1.3356204244701075e-06, 0.09316062856787993, 0.09182022609880505, 0.003304448210511964, 9.760721954990003e-07, 9.855599384991365e-07, 5.966196254121315e-07, 5.963614555639652e-07, 5.910116306040436e-07, 2.6430590924064746e-07, 1.0116640173691848e-06, 1.2647397084037948e-06, 0.00022267983477149755, 3.0956473892729266e-07, 3.225686568839592e-07, 3.2028532336880746e-07, 3.195290851181198e-07, 3.0985602688815564e-07, 3.239359680264897e-07, 3.089837584866473e-07, 3.073647646942845e-07, 2.67523276988868e-07, 2.574029172137671e-07, 2.659874239725468e-07, 3.082601281221287e-07, 3.110332238520641e-07, 3.1252995768227266e-07, 2.989931317642913e-07, 1.6757178855186794e-08, 0.0005419370375129802, 0.003282355447087866, 0.018985183675657935, 8.287207010653219e-07, 3.984320901508909e-07, 3.3793771763157566e-07, 3.3297777167717867e-07, 2.1694887891499094e-08, 3.960399226343725e-09, 4.043529770569876e-09, 2.2852354959468358e-09, 1.7563825440447546e-07, 1.8137747611035593e-07, 3.1603809907210236e-07, 3.066689303068415e-07, 2.8889155805700286e-07, 3.098029753800802e-07, 8.795046346676827e-08, 4.512715804594336e-08, 3.94032297663216e-07, 3.772669033423881e-07, 3.6668176062448767e-07, 3.659319913822401e-07, 3.6911933466399207e-07, 3.0690483981743456e-08, 2.0645175027311778e-09, 1.3688012131751748e-08, 2.801863365675672e-08, 3.6766934408660744e-07, 3.697979532262252e-07, 2.9429128235278767e-06, 2.9794644665344093e-06, 2.9504084632208105e-06, 1.8755176974991627e-06, 0.26414809158287333, 0.04836616049656914, 0.0027048410444458566, 3.2811257524372194e-06, 3.2943163987511072e-06, 2.5730149400260418e-06, 2.634036291055963e-06, 1.4337668744701659e-08, 1.6477069948450662e-09, 7.507836648983357e-07, 1.3593544340437801e-06, 0.03479710224475139, 0.02619111345247893, 1.3335714875211125e-06, 0.010339429802289942, 0.13530200471871331, 0.13091725289366787, 0.05488428660693307, 0.016142797705561405, 0.008390318608465805, 0.007740932211771451, 0.0073098308050466585, 0.00726291833252003, 0.007252442400489372, 0.007369667770779642, 0.007943968729155131, 0.008079106908886843, 0.008559228076196633, 0.00885212052816223, 0.010544822370894054, 0.0415293006502352, 0.043504775372187394, 0.019399866443577593, 0.009813715984354985, 0.009016372728562146, 0.008805156830160286, 0.00837403644450319, 0.008327217729662835, 0.008316779455100004, 0.008434084817223948, 8.173559731403657e-07, 0.004366802750591887, 0.10464543938669339, 0.11148292248201733, 0.013255327566439974, 3.698313758832228e-06, 1.3566560915023728e-06, 1.3531332688216935e-06, 1.3425677852865193e-06, 9.511142329756695e-07, 9.448769401387835e-07, 9.400213059507223e-07, 1.333786512077495e-06, 1.3151760113032651e-06, 1.3092028243590903e-06, 1.2623239294953237e-06, 8.092560342447541e-07, 4.404488208820112e-08, 0.0037981296953903437, 0.0077621690808568925, 0.10810933032560706, 0.23832466296113397, 0.21653500053065544, 0.11535447527995803, 4.05386612555958e-06, 1.3704810962735792e-06, 1.3609369589175912e-06, 9.588603379597771e-07, 9.617577109111152e-07, 9.60067560299649e-07, 1.2470900501284631e-06, 1.3467514049807505e-06, 1.3312864089130017e-06, 1.3294523455442686e-06, 1.32055147741994e-06, 1.2562809756673231e-06, 8.181055859495246e-07, 1.4463623078881937e-06, 0.050913294593930916, 0.19977273519326036, 0.18087827112138075, 0.10260907586253916, 5.686372715445032e-06, 1.5099527049642347e-06, 1.1087621510341705e-06, 1.1133095863442577e-06, 4.7002525207062715e-08, 2.5591246503609e-07, 3.192549256709754e-07, 8.719146389921661e-07, 8.777204143370909e-07, 3.1050467123350246e-07, 2.993765647261171e-07, 2.559110334914294e-07, 2.797239080791769e-07, 3.330648032715544e-07, 3.075814635849383e-06, 3.0965276682763944e-06, 3.0186555100044645e-06, 3.266311100560415e-07, 3.3955593607970514e-07, 3.4932212429339414e-07, 3.458940823293233e-07, 2.8717238114950307e-07, 2.892139530104032e-07, 3.029944466561574e-07, 3.644921116574551e-07, 3.702541143866256e-07, 3.5076240737907937e-07, 3.506230577841052e-07, 2.7223513052376803e-07, 6.126545395090943e-08, 2.801965874823509e-07, 3.399942302166892e-07, 3.0652470486529636e-06, 3.0879459054631298e-06, 4.825890091524343e-07, 3.3142158781629404e-07, 3.527153198774613e-07, 3.48786728181949e-07, 2.955825493700104e-07, 2.9980424915265755e-07, 2.614615989386948e-07, 2.935515119588672e-07, 3.613743351706944e-07, 3.7102539909028566e-07, 3.5370638170206803e-07, 3.570281032807543e-07, 2.7152990969625535e-07, 1.799811875571322e-07, 2.8007232504023704e-07, 3.3341356265736975e-07, 3.05295642465353e-06, 3.06023142502454e-06, 2.9080615508974007e-06, 2.5920291000147697e-07, 2.859650435311778e-07, 2.97634039498007e-07, 3.000154056280735e-07, 2.989942624935793e-07, 2.489603648427874e-07, 2.199485779783572e-07, 3.0535615428561866e-07, 3.09422225882372e-07, 2.8766293962689813e-07, 3.038413656213379e-07, 2.2921883237358998e-07, 2.388301331848197e-07, 1.888696851892746e-08, 1.9988151962024858e-08, 2.3273961596714797e-07, 2.3399569045068348e-07, 2.1684945613742456e-07, 5.005262132726785e-07, 0.046310193688267644, 0.02553546665403428, 0.04613254875467692, 9.972515545086935e-08, 1.5449817055923632e-07, 1.802021304229129e-07, 1.784632734143088e-07, 1.7965292909138952e-07, 1.8056567569146864e-07, 1.960360357315949e-07, 1.775795751655096e-07, 1.4275952526077163e-07, 1.1023584647773532e-07, 2.280838880324154e-07, 2.673685658010072e-07, 2.7865383708558513e-07, 2.606311641102366e-07, 7.944390472403029e-08, 2.729745192482369e-07, 2.6397325382276905e-07, 3.369586029293714e-07, 3.4079681699950017e-07, 0.06723035714190655, 0.07656406665441273, 0.06885782808370913, 0.03203072435773947, 1.489577412030485e-07, 2.3186075486592016e-07, 2.2965163771004882e-07, 2.2829434010418482e-07, 1.805484641863586e-07, 1.7826008684096452e-07, 1.5401838754769415e-07, 1.2864626251030132e-07, 2.1954296971671284e-07, 2.814148429024499e-07, 9.765012937350548e-07, 7.752971487207105e-07, 6.013252709635708e-07, 8.27938401926076e-09, 7.51109428165364e-09, 2.9799622097925748e-08, 8.756916831953277e-05, 0.0035975266134269076, 3.7041810855953374e-07, 3.971943242504494e-07, 3.929064500880486e-07, 3.711688950716052e-07, 3.6980535287511884e-07, 3.646864404345251e-07, 3.651082217857038e-07, 3.8405986151701656e-07, 3.7560159353233756e-07, 6.010527372382057e-07, 6.117185801031155e-07, 6.11112492151733e-07, 6.09625858714935e-07, 6.104618287281482e-07, 0.005879155345942308, 0.009672458199796211, 0.014055997869805197, 6.195327991918021e-07, 5.514193071576301e-08, 5.127307304064743e-08, 0.014987215397530236, 0.019199068100867862, 0.019126044068232203, 0.01899795419919883, 0.015195239115188542, 0.014261499295435897, 6.042821519258723e-07, 5.552185859869496e-07, 3.7158379996071743e-07, 3.69576089497059e-07, 3.7166573360991605e-07, 6.044386359462806e-07, 6.082924335260032e-07, 0.014408840662192689, 0.0066912204077248134, 5.233929459791398e-08, 5.4015632485970854e-08, 6.201239593792706e-07, 0.019618575479904848, 0.019657659089805747, 0.019365254081922103, 0.009565727892485939, 5.160378993878112e-07]"
C76.0,"[0.030981452279507722, 7.08219278294564e-07, 1.4023751796230499e-06, 1.3943379499323783e-06, 7.619926986990322e-07, 7.598655045057967e-07, 6.442682397391763e-07, 2.6893900212598964e-08, 2.5107429109993974e-08, 0.0016150144326943518, 3.107089868080948e-06, 0.11100973216462626, 0.13975034086568894, 0.12903664291409087, 0.09777134025903979, 4.122764908515819e-06, 3.959900478093914e-06, 0.08937792924352243, 0.09223069034354649, 0.07360794835491515, 0.012913873386667546, 3.9577224461027075e-06, 3.975020567168031e-06, 3.0142552038796567e-06, 3.0644793907868005e-06, 3.052566713449778e-06, 3.0580406851186124e-06, 3.940257548038062e-06, 3.953991758862685e-06, 3.921247003290773e-06, 3.87482482346968e-06, 2.936907355888252e-06, 0.00010588412034030626, 1.5866117215864507e-05, 1.4675129652005126e-05, 1.4493604339804734e-08, 2.833369820564258e-06, 0.01164892645814234, 0.09007661975143127, 0.09207751510099706, 0.07747655633659406, 0.012127003191688345, 4.07694519526558e-06, 4.0856299983715875e-06, 3.0795924665198983e-06, 3.0901215232006508e-06, 3.09191699625444e-06, 3.09845900073924e-06, 4.0387502333487645e-06, 4.039610997779164e-06, 4.040439402160701e-06, 3.952273896629776e-06, 3.009033607213496e-06, 1.6308117062635573e-05, 1.6142611320901779e-07, 0.0007089445754713779, 2.8373639870551415e-06, 0.01148618786525867, 0.09181847900697494, 4.013555321307649e-06, 3.985296936207305e-06, 3.0874525396029638e-06, 1.175477964352467e-07, 1.2784926002495921e-07, 0.0005759912072680891, 1.2892533413833008e-07, 1.1894998533534818e-07, 3.0172118163136476e-06, 0.017366766218625797, 0.09231671768918477, 0.0918290901428577, 0.06433020819726062, 4.061974569140147e-06, 4.039288252897677e-06, 4.044885580015034e-06, 3.0756425462641347e-06, 3.0674375550461265e-06, 3.0590616713652707e-06, 3.06074685454405e-06, 4.01760402473883e-06, 4.0105837424562194e-06, 3.966553831560304e-06, 3.919505283647595e-06, 3.0016125083420775e-06, 9.757274619914825e-08, 6.437292040573084e-08, 9.640511689212872e-08, 4.4657194383034946e-05, 9.605901368558989e-08, 2.975722737119213e-06, 0.018525755443149137, 0.09169659209304427, 0.09199273059636152, 0.07407426602055239, 0.011571820659763489, 4.020648209916544e-06, 1.4957466191845014e-08, 3.6613501033571084e-06, 0.013182480857111387, 0.013257716030688243, 0.01284903318235456, 1.0869969037230477e-06, 1.32602133862747e-06, 1.3224349308984528e-06, 1.0623143984958005e-06, 1.0583701505311183e-06, 1.0553388317475765e-06, 1.056937961038784e-06, 9.155394591289223e-07, 9.101597524932004e-07, 8.93141123242458e-07, 9.146950881131489e-07, 1.0540915268393291e-06, 1.058095212556509e-06, 1.059469202573382e-06, 1.0615523960950668e-06, 0.012199835190747308, 0.012335028953609708, 0.012816689746994597, 0.013441686543186733, 6.637953447352629e-09, 0.01256382604942587, 0.01257208904775507, 0.012707743405330802, 0.013188577542646953, 0.0132873113901519, 0.014006409279227682, 0.0146144224746904, 5.004659215046558e-09, 4.426317445904715e-09, 4.61570061816019e-09, 0.01579965173504934, 0.1633609453201534, 0.19120825885289422, 0.16546540691752126, 0.13288845181239914, 0.07787684368479222, 0.026204235283017168, 1.549656097949992e-05, 7.391115332211484e-08, 6.387490839188104e-08, 1.8181836230724e-07, 1.5481715576243005e-05, 1.6061834838637877e-05, 4.2273894122899946e-05, 4.261427809660745e-05, 4.255509716699635e-05, 4.247485015253005e-05, 4.244923127430411e-05, 5.4428593031843773e-05, 5.44859874503345e-05, 5.383887198468074e-05, 5.333411206220262e-05, 5.168863290691661e-05, 1.564001470205767e-05, 1.523489262763178e-05, 0.0006771797599171805, 2.7507621425684193e-06, 1.3672221699380315e-05, 1.5170305060564716e-05, 1.558369106896862e-05, 5.153975296889257e-05, 0.013445227272730335, 0.09214899703534002, 0.09672776606434264, 0.045010834152040845, 5.401991154076313e-05, 5.4410079166700596e-05, 5.4559102255325346e-05, 4.222689171956517e-05, 4.214486965588549e-05, 4.1898464243786294e-05, 4.211742236248028e-05, 5.4316298088679106e-05, 5.4537908147949565e-05, 5.3622030530732445e-05, 5.306008787147221e-05, 4.1928893919703114e-05, 1.5715134162746835e-05, 9.839133164405211e-06, 0.00624105860230884, 0.005514940777188258, 0.005281350109918776, 0.032707800078770104, 0.044714405182217434, 4.490264914238651e-07, 4.1690720877340935e-07, 8.151677420755732e-07, 5.822756384077365e-07, 6.393852902419894e-07, 6.314768156698847e-07, 6.269424618494667e-07, 6.078451599478285e-07, 0.11941821632712435, 0.0006972398527614132, 4.71277543965698e-07, 8.230444753735355e-06, 7.605367104588368e-06, 1.0352931070428894e-05, 7.715838684362098e-06, 8.396191482461291e-06, 8.536539678516419e-06, 8.641197187216677e-06, 7.886408925742217e-06, 7.89419221382559e-06, 7.826229973943554e-06, 7.640792728579982e-06, 7.916595272490668e-06, 7.910528022421204e-06, 6.675565664863825e-06, 5.3548599225905493e-08, 1.3240416774351615e-07, 1.3036884820394335e-07, 1.2846055324189365e-07, 6.305991187218752e-07, 4.959787015650363e-07, 9.027706147207936e-06, 1.1526022562520667e-05, 1.1612731875629833e-05, 1.1810029798652976e-05, 8.80726111927288e-06, 8.889969661595387e-06, 8.909167490628533e-06, 0.006367782613734789, 0.00392149089590771, 0.008853665289322863, 0.0068466975466947135, 8.942657764237083e-06, 8.937098857131786e-06, 8.894253088783444e-06, 9.124398669882794e-06, 4.4867809720017246e-07, 1.8318209959033992e-07, 6.316800763670472e-07, 4.794741762452759e-07, 1.1580152757687756e-05, 8.976509208423521e-06, 9.0399300934223e-06, 8.988682153812987e-06, 0.008588980802094283, 0.01425198480619565, 0.006694388269607088, 0.009926663463360227, 9.049035926409487e-06, 9.099294638645005e-06, 9.04996557346749e-06, 9.054886202648049e-06, 5.196638408051513e-07, 6.32620545275131e-07, 6.292430066423548e-07, 9.169652145828877e-06, 1.1873023048337927e-05, 1.1843356309327646e-05, 1.1798991181422025e-05, 1.1907750626050984e-05, 1.1765868344355113e-05, 8.843748741583113e-06, 8.95261931782443e-06, 9.107845152129812e-06, 9.100977900288853e-06, 9.006969839902013e-06, 8.94046863618314e-06, 8.98658564710786e-06, 9.12301325934095e-06, 9.075773246422615e-06, 8.978251433291006e-06, 9.103818712901557e-06, 5.824262889291276e-07, 1.093134019356512e-07, 1.2283796286283178e-07, 1.2147668667239487e-07, 1.2063859730915283e-07, 6.22102736542729e-07, 4.879794100816071e-07, 8.99451966779452e-06, 1.1786948873123038e-05, 1.180581939570402e-05, 1.1735542241240182e-05, 8.894850610431603e-06, 9.001997559607844e-06, 9.117282732177046e-06, 9.066197008451127e-06, 9.014897692168234e-06, 1.1596862367696303e-05, 9.127899614668422e-06, 7.70294773428759e-06, 5.333109165576389e-06, 6.157675691611075e-06, 6.3643448311268e-06, 1.417650087205402e-07, 0.02167307875190818, 4.832942399843887e-07, 4.841009267693153e-07, 4.7363601197503157e-07, 3.686948384711286e-07, 3.7286601377672923e-07, 3.920178339740232e-07, 3.8278442252703824e-07, 3.8372360700122953e-07, 3.545529029906902e-07, 3.8357508560693533e-07, 3.8561640917578187e-07, 3.888060500685242e-07, 3.7473823022082797e-07, 4.1598849657020766e-07, 4.1431243289480337e-07, 3.551891950337449e-09, 5.724042694055242e-09, 4.0682789904167296e-07, 0.008613746903968149, 0.003190421210438217, 4.910414472760749e-07, 4.796472230736981e-07, 3.634598638200259e-07, 3.868742130634928e-07, 3.92750959690602e-07, 1.2399861884659912e-06, 1.2676823034780682e-06, 1.9030777712032432e-06, 2.5786924911699317e-06, 0.024267445840968776, 0.025546674672691096, 0.000759970877253636, 2.3366602667920233e-06, 1.8163343261221598e-06, 1.7198231407746789e-06, 1.703696799268073e-06, 1.6845592142544775e-06, 1.6725961809243018e-06, 1.6933984741172026e-06, 1.7574328596765555e-06, 1.7576578100033657e-06, 1.8504176114220172e-06, 1.7486998094682349e-06, 1.5115614423848456e-06, 1.3303467267178349e-06, 1.4021151664564968e-06, 1.3016923821851378e-06, 8.855409259922453e-08, 1.3166210519557353e-06, 1.3543304348786478e-06, 2.056027647086012e-06, 2.114949611495831e-06, 0.0253154308669491, 0.07664366034033855, 0.06893729914998266, 0.03204700211708814, 2.742603592650994e-06, 2.3211546258607997e-06, 1.7305735623267538e-06, 1.715854422400298e-06, 1.1278133827090643e-06, 1.1165432265443088e-06, 1.1126677929951257e-06, 1.7429941999580477e-06, 1.7814712346080342e-06, 1.778539543010993e-06, 1.7439447133256181e-06, 1.162228767952911e-06, 1.3878547115382388e-06, 6.429281529563014e-08, 7.898146577645093e-09, 1.3321558767529496e-06, 1.8223448241769802e-06, 0.0003661053929267837, 0.0786701234931902, 0.07244500065986723, 0.029871961004013427, 1.453375477467489e-06, 1.7631804248594562e-06, 1.7951071558854893e-06, 2.418559679426835e-06, 2.0605003333002967e-06, 1.316811666583817e-06, 1.3140505902811128e-06, 2.0673690164585423e-06, 0.018622258065613552, 0.018575661087887965, 2.7557619623621576e-06, 2.750231071786402e-06, 1.6113319466057874e-06, 1.624941683076031e-06, 1.912118576683497e-06, 1.9182739254119952e-06, 1.909946919340655e-06, 1.3479753579304089e-06, 2.120196502801264e-06, 2.6387505054117355e-06, 2.698582600260124e-06, 2.7804817832475238e-06, 2.740514270044514e-06, 1.990631478747673e-06, 1.967831673027831e-06, 1.944141007697908e-06, 1.895279882774048e-06, 1.8912372004251665e-06, 1.9290786792680594e-06, 1.9828192494060203e-06, 2.0378167300805216e-06, 2.773783644897776e-06, 1.748545735154039e-06, 1.3188551056373399e-06, 1.874288452881956e-06, 1.929235000488916e-06, 1.9618522646851487e-06, 2.0283069566175984e-06, 1.7262780693272362e-06, 1.2993926147828462e-06, 2.8371716780384305e-08, 1.36636513434496e-06, 1.338742044481478e-06, 2.094783085340168e-06, 2.605317449251743e-06, 2.561037051236781e-06, 2.57699501071329e-06, 2.564689551036281e-06, 1.8154603749280795e-06, 1.8347209575040323e-06, 1.8179220321599131e-06, 1.8345438052165263e-06, 1.8286318534137536e-06, 1.8862101337617787e-06, 2.0115108254685764e-06, 2.525378005429957e-06, 2.6203226639154307e-06, 1.6131240345202968e-06, 1.7570528216310776e-06, 1.7294076135385695e-06, 1.7109289785821601e-06, 1.7184294508751917e-06, 1.7106189434343832e-06, 1.7236291828339745e-06, 4.002639343525516e-09, 3.994060080003692e-09, 2.705049460018927e-07, 1.0133480925560433e-06, 1.0140055530882819e-06, 1.005930121664278e-06, 9.978215193768846e-07, 1.0027085963884019e-06, 2.663098616721982e-07, 2.698419134503638e-07, 8.823171356198145e-09, 8.151797828759299e-09, 8.254578915511956e-09, 0.05523685266393568, 0.028536293817993736, 1.0058998805106967e-06, 9.963433349184924e-07, 1.2517656236923359e-06, 1.2478425305744167e-06, 1.2466844195841986e-06, 1.2642632764254813e-06, 1.0058183897854177e-06, 1.012472273714593e-06, 1.0153515509045974e-06, 1.0142485025426141e-06, 1.0147398147637431e-06, 1.0144433003915765e-06, 1.0136951900676649e-06, 1.00476579655151e-06, 1.0023714803537587e-06, 1.000503851173562e-06, 1.0092565403283516e-06, 2.5889357357300466e-07, 2.586121408967301e-07, 2.5982264651247534e-07, 2.596292333691963e-07, 2.5872589549180705e-07, 2.6061918742925626e-07, 2.739114083851746e-07, 2.6343187664679134e-07, 1.0146507397621462e-06, 2.746646878222236e-07, 0.030544304631130673, 0.023033224244269603, 6.743404705957801e-07, 2.4341111657122383e-07, 3.081257764279144e-07, 0.0004388727741861658, 0.0004620788443207857, 0.030625536626501797, 1.0053586311187246e-07, 0.016693903287187367, 0.016718977759555855, 0.01659685889028924, 0.01620017011842583, 0.01547737692300052, 0.014679437452812635, 0.014538631999120753, 0.014069428621118277, 0.013983368928785466, 0.013915519187356949, 0.014011948147099702, 0.01452784345703094, 0.014587508769582655, 0.015048011118151407, 0.01552515372673497, 2.8032923637510976e-08, 0.0017930295504133937, 0.00047413102229074865, 0.0055654357104417615, 0.0023251735691901558, 3.478137978163431e-08, 3.5103697882732376e-07, 0.023669451683274927, 0.1094317126597325, 0.08502292621797779, 0.01634442289191611, 0.015637683349296366, 0.01482300208708466, 0.01459095902906438, 0.014176347763348758, 0.014089669314457296, 0.014076575527322348, 0.01419125853944729, 0.014653306137319305, 0.014676534122028443, 0.015392846156882115, 0.0161430362566648, 3.687772205012152e-07, 3.3821744636952644e-08, 3.337737052788725e-08, 0.0016992474932403638, 0.0007392357001963319, 3.549129996827105e-08, 3.337731095598428e-08, 3.6182214216751165e-07, 0.017929020366080295, 0.23173265623889028, 0.2183970753197732, 0.01674684567588429, 0.015312920008165292, 0.014117064874967581, 0.013267185031322697, 0.012489693508826349, 0.012041375276132384, 0.011666032738387457, 0.011418432916235816, 0.011518212150931503, 0.011179179448521608, 3.118238178103638e-06, 2.3817581445655376e-06, 2.382205469530163e-06, 2.3843887224757055e-06, 2.3835999234051996e-06, 3.1011369978841687e-06, 3.0775159598306345e-06, 3.0694542292621917e-06, 2.3997523458092474e-06, 2.6562691136859937e-06, 0.05393527212103618, 0.13187084573557878, 0.12526375195444917, 0.08795020575790113, 0.0025219440259197654, 3.1207220354190213e-06, 3.120084591955674e-06, 2.3946722621985827e-06, 2.3887377258233754e-06, 2.370863330497741e-06, 2.3826483998163896e-06, 2.6206497122984727e-06, 2.6043595671580987e-06, 3.033928170680156e-06, 2.377520698701119e-06, 1.8278059997101082e-08, 1.2717222489300184e-08, 2.1985256753396245e-06, 2.119746919561294e-06, 0.03739233904225557, 0.051201979954755186, 0.003880590185017809, 2.229005048320687e-06, 2.3747657546664415e-06, 2.3674212588957744e-06, 2.1847700588750742e-06, 2.146525363514229e-06, 1.7141905918833799e-06, 4.2171055565631833e-07, 4.235030251038552e-07, 1.055714184531098e-06, 4.567781043078867e-07, 1.2363834230200155e-08, 2.6459236278242313e-07, 2.7757718953580477e-07, 1.0869816833292133e-09, 2.753938001660572e-07, 2.7307625714456664e-07, 3.440468067310576e-07, 3.0507267670145665e-06, 3.0623686261606055e-06, 3.040364622393099e-06, 4.704854304691253e-07, 3.347924930494628e-07, 3.5169082752872784e-07, 3.4635269344107653e-07, 3.39914155574661e-07, 3.1000938520264755e-07, 3.451055474670284e-07, 3.633461790286674e-07, 2.7819443585030967e-07, 2.7408334335632387e-07, 3.515924331622955e-07, 3.063798626499192e-06, 3.0593353330914396e-06, 3.0211933240025245e-06, 4.492423440751736e-07, 3.054944213545241e-07, 3.2948994976322867e-07, 3.2593987111795286e-07, 3.38892051104267e-07, 3.34724734784686e-07, 3.3928112657122257e-07, 3.2717444196350697e-07, 3.117133903742797e-07, 3.0571302932003163e-07, 3.0490342351185975e-07, 2.7494835330799104e-07, 2.5673174968687817e-07, 6.9115790211071726e-09, 8.15260909803328e-09, 4.22428365709493e-09, 4.9336968004354275e-08, 2.591221400507493e-07, 2.4327995697603913e-07, 2.7780418895417823e-07, 1.2185368777863914e-06, 1.218643205902481e-06, 3.07138197013046e-06, 4.806610263585753e-07, 3.2153624943020984e-07, 3.497680318105267e-07, 3.477304758234823e-07, 3.497911920931074e-07, 3.486832658836647e-07, 3.5112387467961525e-07, 3.486878681542294e-07, 3.48337053992509e-07, 3.2505882199984625e-07, 3.3428975120841643e-07, 2.962915718853765e-07, 2.7673675685946365e-07, 1.505886621089303e-08, 2.882551143557066e-09, 2.7552399478736334e-07, 2.691998729460465e-07, 3.2794463686514065e-07, 0.012831787997770789, 0.010114193229744614, 3.0186870935722256e-07, 3.080712467635749e-07, 2.932643405983981e-07, 2.831889714798308e-07, 2.7852882112711085e-07, 2.852536686077656e-07, 2.2814541898696916e-07, 2.3603646877745632e-07, 0.0006609005374616572, 1.0686916084523545e-08, 6.028220468579093e-09, 4.6069190830166915e-08, 1.2337258385741733e-07, 2.0884515288344119e-07, 2.813332016557979e-07, 1.9087924556515646e-07, 0.041697160420721045, 0.06524076376911625, 3.084815612510283e-06, 2.65634256948033e-06, 2.1130319419171427e-07, 2.5032099597410704e-07, 2.710429100716283e-07, 2.6440238798386417e-07, 2.638560943069024e-07, 2.7704819672180747e-07, 2.5922594818439393e-07, 2.5684071943032903e-07, 2.4457914332742805e-07, 2.481508781784214e-07, 2.2715751265423023e-07, 0.0016220174741265509, 1.6693771658538025e-07, 1.5819722602827824e-07, 1.657323400650057e-08, 6.306256454990944e-08, 0.00100143610250052, 2.264225854560209e-07, 2.0996295961595023e-07, 1.8911441111413297e-07, 1.2232802901053218e-06, 1.0462441479376139e-05, 2.992021140016732e-06, 4.48447470262181e-07, 2.962926587315451e-07, 2.8071079304936576e-07, 3.168044713675044e-08, 2.864536909328308e-07, 2.794216356960533e-07, 3.292649780632928e-07, 3.0698819982717398e-06, 8.016710924039217e-07, 8.039480576371716e-07, 8.00604772848601e-07, 7.958228197821882e-07]"
