Component,Lost Load
1689922187_0,339.3668993234221
-1016478854_0,30.14645865113086
-1326778859_0,8.46237873771719
1907994245_0,44.08373432995219
1995198495_0,30.033835875186313
-1704959333_0,4.237091554779395
74 solar,1.07240148990968e-05
483659582_0,92.45522009139631
2099635059_0,18.10294203944317
-1786957592_0,4.947212764040296
211471178_0,0.06094030666185814
-1658871680_0,9.118676157290016
1725610665_0,226.8503759787194
45 onwind,0.06312102736239672
84 solar,7.437102473431879e-06
733428179_0,4.331430620665725
868669670_0,91.24008107693409
83 onwind,5.068867362751916e-07
31 solar,8.540828811874234e-06
-1003233322_0,7.72125424414659
56 onwind,2.339589301527667e-06
43 onwind,0.009322841475257974
80 solar,0.0206293037825958
-1083446465_0,4.953022449135923
793200187_0,3.928222386084054
67 solar,0.003240668887902757
1594273463_0,8.958303349220216
69 solar,1.3724390060815495e-05
67 onwind,0.028798103492970767
87 solar,0.3985328296221466
976170643_0,120.6063929875154
-546895751_0,4.322783744272846
6 solar,0.06018744199903472
38 solar,1.551516367953809e-05
42 solar,0.25372500767011413
35 solar,0.4421894313124456
79 solar,9.007863280658056e-06
65 solar,0.1380339177651165
52 solar,0.4490936214793972
40 onwind,0.007984118979469487
53 onwind,0.3014681619739454
19 onwind,0.052750311023932905
25 solar,0.15297548564991278
45 solar,0.11264297422122559
65 onwind,0.05159566544769108
98 solar,1.330351511287586
72 solar,8.58838533713424e-06
-267795115_0,0.7644380826690316
2 solar,1.4376691670804578e-05
68 onwind,4.415876443999878e-06
8 solar,0.41184272806462036
2 onwind,0.015995193795346724
55 onwind,0.18786486835153918
50 solar,0.4739242404907834
77 onwind,0.03413592774559993
29 onwind,0.03174362410750769
62 onwind,0.2926840987154637
85 solar,0.19911397316649024
56 solar,0.09675765026150383
25 onwind,1.0100978195850985e-05
37 onwind,0.00010126756182216924
99 onwind,0.2113502346465541
33 onwind,0.029254946832254516
10 onwind,3.7722197712355407e-06
81 onwind,2.4918944997125437e-05
86 solar,0.34313581104938096
61 solar,0.019035407871606822
44 onwind,3.1155420867889913e-06
63 onwind,0.02381921850625008
47 onwind,0.0567296929958668
29 solar,1.6442744674350253e-05
51 onwind,0.009114199456240157
100 solar,6.0613174794298167e-05
17 solar,1.054364961895378
55 solar,0.11252231992476142
97 onwind,0.010442326631785135
93 solar,4.132914378237729e-05
21 solar,1.0014424370183406e-05
99 solar,0.057728329566680954
96 solar,0.5971858443831464
10 solar,0.03053532786716778
89 onwind,0.08804350622748892
76 onwind,0.30625665565986193
71 onwind,0.32965191259716964
59 onwind,0.026011507140495264
34 solar,2.9883618435633254e-07
70 onwind,0.02271650553927134
14 solar,0.24087567407742314
88 solar,0.05745456798479927
14 onwind,6.840128161320534e-05
71 solar,0.1247703941548316
51 solar,1.1588830888513257e-05
8 onwind,0.014642192456692328
44 solar,0.3896358785391632
1342245003_0,1.7023064316558014
95 onwind,1.7294443098307966e-06
49 solar,0.04280358349876428
58 solar,0.002048298894060735
92 onwind,0.031461490610707646
27 solar,0.0006382256637698447
73 solar,0.21579853033179716
94 onwind,0.11395375697539817
0 onwind,1.8253911595820683e-05
12 onwind,1.952486472396231e-05
98 onwind,3.5674268424372715e-06
17 onwind,0.03078256687292628
84 onwind,0.08021100912946304
95 solar,0.04433960925023212
23 solar,3.0956656482885593e-06
4 onwind,0.08211152149317785
77 solar,0.11555320226788647
79 onwind,0.010872559485942703
68 solar,0.4016984988680787
38 onwind,2.398213761216539e-05
12 solar,0.3323740399856592
57 onwind,0.25588379339569245
90 solar,0.00020340424710525438
75 onwind,2.5498519521534037e-06
0 solar,0.07072249480224059
78 solar,1.110439294069689
63 solar,2.1500320590348564e-06
23 onwind,0.21971268745029443
41 onwind,0.31718628291021306
73 onwind,0.10244801831837208
100 onwind,0.09255837745355666
31 onwind,0.30590170217326973
42 onwind,1.1126417120976839e-07
69 onwind,0.0027640775636980377
74 onwind,0.317860825096318
83 solar,7.374515893388888e-06
82 solar,0.06986204206132106
33 solar,0.05036978401739157
54 onwind,4.423382770823992e-05
72 onwind,7.879248557856045e-07
19 solar,0.06114535806656613
53 solar,0.2773977770842853
27 onwind,0.0058073425195614165
62 solar,0.051174877383437886
75 solar,0.2538757707173263
6 onwind,0.1430969684929428
64 onwind,5.809894742014876e-07
91 solar,0.0039194942954900395
87 onwind,0.39905612784350075
96 onwind,6.18536945901269e-05
52 onwind,3.1672225236434313e-07
66 solar,6.899692494016563e-06
91 onwind,0.028841461273490267
92 solar,0.004079172275557539
50 onwind,2.9560381517512723e-07
54 solar,0.005087082794070511
37 solar,0.0035964190587624216
76 solar,0.0667041030015389
80 onwind,8.469578915537568e-09
78 onwind,1.9620341931840813e-06
81 solar,1.7555451564021497e-05
66 onwind,8.880487767783052e-06
97 solar,5.676965668999401e-05
85 onwind,1.0107010841693408e-05
40 solar,9.582952407072298e-07
36 solar,0.020582391139175114
36 onwind,1.3804968602926238e-08
94 solar,0.00017946851613714898
39 solar,0.014450405831223635
34 onwind,1.3788186375222722e-05
