LL Values
127.9046207418527
159.10229812523878
156.375379239481
192.17689256760872
144.0442726981506
193.37789490692296
178.58620651467797
163.403312594707
178.16149092659833
161.38474181076268
183.14193825552886
133.0345331618878
107.3905486321257
148.79830598892823
140.44329881195765
168.46614402051017
214.86219741681796
166.80348723584382
133.4117785890979
128.77931271236608
191.18651945999937
123.60318118555682
143.45477779436143
129.53770526816777
166.8032066240847
154.85235043525068
156.34688949085515
148.49448172379286
148.67877999087685
176.31606765552223
162.1194856588325
154.90092606126518
177.3809644052947
121.31712282881132
125.13000843999947
151.78280041342262
205.0385335589553
185.53383002959674
119.53052281720234
154.0119659668552
133.44064818102368
144.1126973471057
140.64270693775373
189.18145958307596
120.31866512070648
209.7491472715882
153.95844204157063
166.4979860256468
122.34770872416158
138.82278132900188
130.17989105069626
186.96348781324912
159.63507280872236
139.99085280574226
136.0088755016603
120.99449035724776
136.06089897993712
171.98027225424758
130.80110407692976
126.47982204921301
139.77491037189435
167.4893769188739
117.13035686389034
183.53469175353
154.20980792596865
153.09506485340586
181.67035114118266
136.7992721531747
163.77972856153318
176.48795317263057
118.64357062451546
138.4224183367036
150.0070756204646
140.43556786473997
97.74471461571105
121.65376045079553
143.72154258645543
132.15569162683974
110.52732575376804
179.25318596491854
225.42622908313297
152.1677160175013
135.67806941596237
155.2652903934611
104.07543306267793
151.73310915645
191.59912731662698
159.3374484577606
195.6052905460585
141.87900947121557
123.1044750483197
120.85813172816252
151.0074878988919
166.77824358063683
157.19691290668885
172.42179877272144
115.39558651440025
124.70671638890971
114.55739705947731
122.23017981170995
118.18537719968243
173.2639153322789
191.8149028834539
196.10409180350547
157.841805643129
147.56705153035526
131.19939449170587
159.12841363737363
147.0361738607552
187.58917274721605
121.38998086923462
146.37987434935
131.23591085545303
162.36604422214666
134.34320012683398
153.1141698016953
167.74282234754637
119.00785019532682
183.80155492583725
123.47742212150385
168.9918132037521
151.24304992071367
131.99388295063298
141.71915971498282
156.5242762445499
145.86046346884993
138.5732671331885
129.42866314074158
144.41874073404918
154.9968191666399
177.24783006477375
138.88557581507737
119.8103703243339
108.59768317002299
132.81050141532478
145.34101835541773
116.37366803042129
149.46090502201767
119.25262272667347
201.9152369176336
127.00414824689811
162.96071638795303
160.5951313070746
176.62861348770764
153.82864128756722
166.28429106684624
123.1904321821846
169.41849818026944
163.89659471765268
121.26805824912742
156.69169730995426
131.38976332339658
150.69057600073103
167.26671624992497
154.2821715706471
207.74864104687117
160.47897182530613
147.3074834635597
179.26681134458823
140.41627787266273
184.9458659670451
227.01013770425283
190.7619064794697
146.8469554971475
184.32075888147125
168.47408032665106
134.46735052794722
172.5364127931921
194.67044340940237
179.80133582668296
158.76676834831088
149.36797118422712
165.31068898973382
185.32988552967265
114.0161703925603
140.57061493803417
181.98099102840425
192.46529016630137
168.37427825641188
197.1813341770254
166.9394882096134
167.15137254938986
136.09580185767004
153.2199588043161
137.2296552360993
222.27604810976257
91.00736675945221
149.24282947256114
189.68632795788437
172.14871225186405
147.04185237132185
148.35726196245147
186.548476880391
170.16400649423713
217.64406997542025
186.09612973323215
168.9755424064426
134.3229865427363
133.16129266454462
139.549795711335
156.89289930793296
159.2671729607109
112.52847309368344
159.8150518414019
119.09140530057219
144.7001841276652
187.3480051373723
116.45910059610502
164.37664300734448
111.30308199801976
128.49789682336453
157.41692507674819
148.3336465993186
113.16240682217209
256.3096345428336
112.60095428967942
171.74714277114995
138.27111437114152
112.62831277396563
141.42314416334335
163.1062029829082
146.83495034604343
192.60852371641707
107.14350701580945
143.95378251437782
121.64746297507989
134.12124005844382
114.47743160494647
170.69033226544425
113.74500730431006
100.59032721545097
185.7144099058656
147.37441245241214
208.56393362780963
135.54459550682193
173.7614159433131
125.74841149888739
130.2625634231971
133.67608196540243
118.76831843761106
158.72186905827573
168.99035046201305
147.56604215784245
134.60199673387004
144.5664086041447
133.68106442284406
116.7732560448434
134.6630250019347
128.2140783030309
174.56753409696822
158.11579448900093
136.27435443042228
218.09271431168906
132.6144521135311
110.52166061908171
162.72176700171377
146.6423989997961
123.1561497610255
123.00080762365835
182.74270769215738
177.0546917983777
167.56604276343612
152.217683215058
151.08982546934539
162.39591525349536
150.53845171479605
118.45886848533145
111.33087761182811
113.41776022687718
138.8666274756102
147.80216359651723
171.7308066046609
192.6165551156176
187.46286997230317
177.28013856872573
142.58049805567032
132.24766638492085
115.56500372115707
146.14458589654015
140.8664998548093
183.87060428642224
136.11740103107877
105.03970818763284
117.40722559065127
190.19604002467736
123.56150595249639
136.158357106896
170.68195665230928
118.10713330856456
210.1228256436254
127.69803053658231
126.75532163096744
148.70454746471586
130.36445414188378
132.8336423529613
107.52188108519906
227.10686231374714
108.28446267125184
128.42730870143262
114.41425929282042
159.42117841346854
