,CCGT,OCGT,Biomass,Geothermal,Oil,Wind,Solar,Hydro
2024,1343.070000000001,774.6800000000312,127.7200000000557,2.3884305531586044e-09,12.000000000200437,131.4000000086421,165.08000001368623,734.8500000063787
