,CCGT,OCGT,Biomass,Geothermal,Oil,Wind,Solar,Hydro
2024,1343.0700317762683,774.6801523701769,127.72000827816541,2.4901733892502207e-05,12.000070501178083,131.40196550244778,165.08470888466587,734.8500572977907
