Component,Lost Load
483659582_0,"[0.15177470491680697, 0.20707874720377048, 0.12758909453336764, 0.2499860926169431, 0.21395880943582005, 0.1591442064329144, 0.11875354309446948, 0.07836765862568018, 0.05717979158763137, 0.05363325005210913, 0.051717939590204876, 0.0573367822776288, 0.06752142153821637, 0.07077757190006287, 0.14023870623908488, 0.04911336240724404, 0.24426439986127663, 0.2493769663272169, 0.21341596781592442, 0.15745001937029657, 0.23053745669662612, 0.1943903548354815, 0.0995321316286886, 0.07813802089231058, 0.0559326022408311, 0.05201053416820787, 0.04855441008001253, 0.052614507320190795, 0.076296167567235, 0.07888073938150637, 0.08114287499396733, 0.038376135886006066, 0.16552563050316485, 0.19705628418971766, 0.013837189264650988, 0.022766641164800604, 0.25738457545729626, 0.26247874193761483, 0.22889091983137905, 0.19564678410397665, 0.1396239438319676, 0.11438451783013692, 0.09387215326120373, 0.08597564629608792, 0.08193844099706461, 0.0926976868368206, 0.04891124891532672, 0.3001089583875869, 0.3066735924605682, 0.2685822405967124, 0.23620933205573555, 0.1642773276829862, 0.2607509097484321, 0.04882552373149701, 0.05154055610944283, 0.07630636006986288, 0.08020113260273297, 0.10291462838357301]"
0 hydro,"[0.005715615775464357, 0.0014050788648655725, 0.0060628718578891495, 0.0024295862409403524]"
1053115078_0,"[0.06152640032447994, 0.06877359312635144, 0.03845809557610346]"
-657715146_0,"[0.1345654756898507, 0.013946690814284011, 0.18522978513685895, 0.2894896761333489, 0.30681103646403246, 0.28271182508351467, 0.24928703569347635, 0.20821536891873302, 0.19564303110786954, 0.040464472065747034, 0.1592798091516322, 0.15468780807306598, 0.15241797899066545, 0.15516044249156336, 0.18056859763481795, 0.18578978241569144, 0.17526906799976086, 0.05096994704090139, 0.13290791586698925, 0.29187653621934306, 0.29511053801070286, 0.27147306302540575, 0.23513035515012734, 0.19813872233690336, 0.18093810726361084, 0.19382274306729755, 0.22736693642888894, 0.13454078406651343, 0.168129674427586, 0.13455541266097634, 0.08877546292805664, 0.17489382645181673]"
C58.0,"[0.005716778044025887, 0.0014057617604134975, 0.0057178512692958065, 0.003007143813882976]"
793200187_0,"[0.014750038353107129, 0.0161190414013563, 0.01625988955779735, 0.01842080696558287, 0.007071688950583394]"
C93.0,"[0.006017404880740287, 0.0017067677832778828, 0.006365023874544931, 0.0027315309514319777, 0.02182382297688946]"
13 hydro,[1.9870829142746514e-05]
C69.0,"[0.003005374325471621, 0.0024279941493741716]"
C56.0,"[0.005717320444600773, 0.0014066369175061483, 0.0060649866416897565, 0.002431267283948273, 0.0037856571268985134, 0.003007581408603528, 0.00606539973511326, 0.002431720380862316, 0.00038540113702947566, 0.005720962575893281, 0.0014112509121978292, 0.002431859342189455]"
-1788193310_0,"[0.006260856868662359, 0.0061632022749518005, 0.00634958911504441, 0.00705068631521317, 0.007954608947035922, 0.00851855778839672, 0.008649955086884348, 0.008513644636623668, 0.0065815300127710545, 0.006751060472839981, 0.007392611226623103, 0.008084000557738818, 0.008484650543736734, 0.008568431807455455, 0.008566790425248655, 0.008554358017318919, 0.008531755315389092, 0.005665311029449867, 0.005804609535125337, 0.006619976662548652, 0.0068397555441804345, 0.007425584115377205, 0.008022291149702142, 0.006674679349546295, 0.008659870372926889, 0.008559760868487046, 0.008529663367880403, 0.008511485775161873, 0.009085378184148795, 0.008615825600070365, 0.008321121384447452, 0.0075941628705418224, 0.008787237450397242, 0.008751915609816934, 0.008743083927599855, 0.008697938216668262, 0.008638396024141912, 0.008626137663010012, 0.008712281944335246, 0.008780593499089264, 0.009203057590756998, 0.009179009803384815, 0.009246384496068913, 0.008775735873850408]"
C50.0,[0.0004112693563915855]
C96.0,"[0.0069760078796207384, 0.003450664013972073, 0.07666267457521553, 0.008385409086277378, 0.0788691315022952, 0.05021131318470589]"
C70.0,[0.0003765645474809389]
1208445144_0,"[0.024378415160484793, 0.024654096235459066, 0.027174638030749293, 0.027667519773959613, 0.029912539715373897, 0.032760999974522295, 0.03382537378566076, 0.03449032120479115, 0.03415809809834855, 0.033731085183178494, 0.029677780742174947]"
-1698692648_0,"[0.003871134124850414, 0.004558655989630552, 0.004520659657181113, 0.004333915250519112, 0.003585455561432809, 0.0028065012425190616, 0.0025053632817180187, 0.0020507327645473195, 0.0019841277718960553, 0.0019111521334573354, 0.001995726226748047, 0.0024830375742581055, 0.0025597153222279303, 0.0027321503652892715, 0.00227340933270807, 0.0015850222506328465, 0.0010047353966742775, 0.0007430210372817782, 0.0005283236918553484, 0.0005866069241683363, 0.0006298707419323364, 0.0008023879364136519, 0.004403670932474142, 0.0038182080117405803, 0.003371120689407235, 0.0031587056450900946, 0.0031164340305506358, 0.003473122053663701, 0.004255060582909664, 0.0027740651510837324, 0.003365862205813755, 0.003550580955737132, 0.001476714656247168, 0.00135434868018001, 0.002010023249422375, 0.00290809783049599, 0.001943373598315702, 0.002203902297366767, 0.0024787270139322573, 0.002926321927158824, 0.0038053880025167926, 0.005406682122492839, 0.006284143470940762, 0.006308794411381314, 0.005812513902095361, 0.005051354210180306, 0.004392199267500018, 0.0037501852471521035, 0.0032292802172073608, 0.0031377482170323674, 0.0030772154121309543, 0.0031817451585823163, 0.0037206403201439572, 0.003792325754746571, 0.00419808465259348, 0.0036327676621644967, 0.0029356874072391293, 0.0025555849820639194, 0.002151011223058049, 0.0019708480513536417, 0.002019591557108015, 0.0021740305499756687, 0.002525750136064289, 0.003039090970145935, 0.004174319655678119, 0.0008998657232550613, 0.0009980580868368635, 0.001278557702938997, 0.0014364602856744568, 0.0018663686661807332, 0.0027921281146536785, 0.004718504379328806, 0.0071813719094129735, 0.006758631590390906, 0.0007323101050715195, 0.001943897235089935, 0.0025999117550991285, 0.0027039854207864663, 0.0027934416242792397, 0.0033872015993085826, 0.0035776949413634613, 0.004143609898439536, 0.0038432571530388486, 0.002929959324272659, 0.002203285913826221, 0.001802974678001192, 0.0015851365738353707, 0.0015069231174556989, 0.0016372612400023172, 0.0019761616381770183, 0.0024722986524443515, 0.003462068329617068, 0.005184611701788072, 0.0058310187148586014, 0.005857955148610926]"
C90.0,[0.00037540542004308006]
C65.0,[0.0004124638106368366]
C73.0,"[0.07461315700110208, 0.024325576160803393, 0.002210059423433904]"
11 hydro,[0.0004097004566783653]
C100.0,"[0.00036469720245077043, 0.009576638419819119]"
-1658871680_0,"[0.002332270300690652, 0.0009438405968421648, 0.00018879188472965326, 0.0012940953217307652, 0.003918322897511189, 0.007319442702193556, 0.007374444494434556, 0.006598283751975487, 0.005243197040712857, 0.007960078121878269]"
17 hydro,"[0.005714522491636671, 0.0014041591754357797, 0.005715434793299664, 0.0014050611533311893]"
976170643_0,"[0.20807875255480804, 0.2070739744978905]"
C29.0,"[0.00571541409350084, 0.0014047879207664663, 0.006063044447303128, 0.0024294220070883057, 0.00037688685872535644, 0.00300449915482659]"
C81.0,[0.0004119572782901741]
1995198495_0,"[0.011949460207434641, 0.024141154189107054, 0.004732052201952229, 0.06151803253797197, 0.06340478252428874, 0.04102451758583175]"
C92.0,"[0.003004825639441151, 0.0003781261120720956, 2.21645347564845e-05, 0.006062893544831241, 0.0024294489241037808]"
C78.0,"[0.0004110886423345619, 0.0030054682318050256]"
C32.0,"[0.0030047286412800533, 0.00041323621928404463]"
-450422875_0,"[0.01700225361763296, 0.01093303836585028, 0.014486977730989111, 0.026906949103797616, 0.012744743897298577, 0.04463473361951128, 0.025586172993336733]"
10 hydro,[0.006305401592302588]
C99.0,"[0.07604714895506731, 0.007821453504009696, 0.006710631409992402, 0.0024419435896161305, 0.06690763164924919, 0.03614149167104915, 0.10471015041873852, 0.07139611811844906]"
-1495835241_0,"[0.01632513286303447, 0.010959910741979002, 0.026437987525810967, 0.012841511700995397, 0.01449752973999057]"
-546895751_0,"[0.00360178431606073, 0.0028168743027763414]"
C62.0,"[0.0004127723146880271, 0.00037603022904340833, 0.010596859577416125]"
1244424213_0,"[0.0008499699994549701, 0.012508040812409945, 0.004229492712586307, 0.017953119363085534, 0.03342379710271007, 0.02069291886246856]"
C76.0,"[0.006062666445093328, 0.0024295361039767156, 0.00037630733354671974]"
27 hydro,"[0.038142352596155435, 0.03080444948114018, 0.06689343224141385, 0.05524865078532593, 0.051342511238964106, 0.02078830089872781, 0.011887670823519329, 0.000329846178810385, 0.08118417425665347, 0.04931973420655595, 0.00464635096983011, 0.009724362280374408, 0.004996659594850825, 0.005150428047057631, 0.0353609352121498, 0.023395839201982654, 0.03080358757639942, 0.06550959430356079, 0.04736203044167633]"
12 hydro,"[0.0013202530452540487, 0.009092564770771788]"
C36.0,"[0.013847040446062692, 0.010317961427716, 0.013852943362539009, 0.017525232356410014, 0.008999264874517394, 0.013850289295332004, 0.010321426261324177, 0.006679173746611468, 0.0030855713798946453, 0.004490801310795178, 0.02264863040316186, 0.025404345551986354, 0.03114277280364513, 0.00831177380827603, 0.006682394643454245, 0.0030821264495393733]"
75 solar,"[0.006062693739959286, 0.0024289829877184275]"
1622358979_0,"[0.04670279353805427, 0.07323746824203453, 0.030183951305922618, 0.014046503721490354, 0.012768765560605062, 0.028075271253362642, 0.034673730412664555, 0.008432393115154355, 0.04025571326496538, 0.06148802526636518, 0.06982712862482868, 0.06643723378777394, 0.0391257449585305]"
C83.0,[0.0033021891012540434]
24 hydro,[0.003025582159708847]
C94.0,"[0.07014887354221719, 0.04149124095332263, 0.005678865435997977, 0.06794231823256587, 0.0003966048048046105]"
1 hydro,"[0.04862544362739754, 0.015166597140973863]"
-885807357_0,"[0.0001834450163037218, 0.021441980523070923, 0.011751309963270614]"
22 hydro,[0.0030053185236283753]
4 hydro,[2.22336612359868e-05]
5 hydro,[0.00043838796015870687]
C61.0,[1.913654977170154e-05]
37-1 hydro,"[0.02225220922041899, 0.033863390695891664, 0.0030991794431274684]"
C80.0,"[0.005772680842501814, 0.0014623715489324241, 0.006120339894633616, 0.002486991972056785]"
C84.0,"[0.00037515074120483404, 0.001577548200883939]"
8 hydro,"[1.9839464341657733e-05, 0.00041116328400903513]"
C51.0,"[0.006062618662330806, 0.00242943577827009]"
C79.0,"[0.000411287958731009, 0.0030053538552574535, 0.0030054435396891675]"
-694231642_0,"[0.006390740555975754, 0.0009052402195361538]"
-2011192660_0,"[0.0088331385720885, 0.009109400244294647]"
C41.0,"[0.006517296397773862, 0.002884060369053259, 0.04842603541882954, 0.01714984817821778]"
C35.0,"[0.0004121572778044538, 0.0003763631271253871]"
C57.0,"[0.0037867924783495256, 0.0004192642641046405, 0.005717350262450054, 0.0014067396274253952, 0.006065424959313077, 0.0037861641999011224, 0.0004192716159159318]"
C77.0,"[0.005714488330918812, 0.0014042477836519538]"
C39.0,"[0.0003745157662615384, 0.006085863552940282, 0.0034009071518630663]"
-1359706950_0,"[0.03252389268212574, 0.005679159926351076, 0.08632964549409099]"
C31.0,[0.0030050804430720745]
18 hydro,[0.00397662592318784]
-947615685_0,[0.012382320047746816]
C82.0,"[0.006652246300072875, 0.003018949038260871]"
C71.0,"[0.0004109210408055333, 2.10857690112789e-05]"
C60.0,"[0.0014044781875272748, 0.0004119733431680288]"
23 hydro,[0.003019558164515274]
C97.0,"[0.013681877115395764, 0.003446449519630278]"
C47.0,[0.0003758700689509169]
71312658_0,[0.003954732508551842]
2099635059_0,"[0.007855021254158146, 0.009097168639729716, 0.008724862839565504, 0.00872978775876436, 0.009172250105799777, 0.009755909810040521, 0.010659885709565515, 0.01473174052334025, 0.036351388448123544, 0.03903377292663845, 0.03643022568886409, 0.03039186030896508, 0.037368552106027894, 0.03499751521941289, 0.02434287349951592, 0.006313339105475734, 0.0002735371659068733, 0.002981397511145133, 0.011932311883598687]"
19 hydro,"[0.01610906020656148, 0.010115314070613295, 0.018793255328965187, 0.010350803033024476, 0.004968765001526208]"
14 hydro,"[0.00638464417681007, 0.0013212998043127299]"
-1025814263_0,"[0.015636144723514007, 0.025959802242152365, 0.021420564785924398, 0.03720695849268168]"
7 hydro,[0.00039028036695390255]
-1786957592_0,[0.0003525780486688745]
C87.0,[2.095597003471994e-05]
